,Unnamed: 0,m1,m2,p,maxDeg,cull,attempts
7662,7662,7,10,0.7,20,True,1
7664,7664,7,10,0.7,30,True,1
7672,7672,7,10,0.8,20,True,1
7674,7674,7,10,0.8,30,True,1
7680,7680,7,10,0.9,10,True,1
7682,7682,7,10,0.9,20,True,1
7684,7684,7,10,0.9,30,True,1
7690,7690,7,10,1.0,10,True,1
7692,7692,7,10,1.0,20,True,1
7694,7694,7,10,1.0,30,True,2
7721,7721,8,1,0.2,10,False,1
7723,7723,8,1,0.2,20,False,1
7725,7725,8,1,0.2,30,False,1
7727,7727,8,1,0.2,50,False,1
7729,7729,8,1,0.2,70,False,1
7731,7731,8,1,0.3,10,False,1
7733,7733,8,1,0.3,20,False,1
7735,7735,8,1,0.3,30,False,1
7737,7737,8,1,0.3,50,False,1
7739,7739,8,1,0.3,70,False,1
7741,7741,8,1,0.4,10,False,1
7743,7743,8,1,0.4,20,False,1
7745,7745,8,1,0.4,30,False,1
7747,7747,8,1,0.4,50,False,1
7749,7749,8,1,0.4,70,False,1
7751,7751,8,1,0.5,10,False,1
7753,7753,8,1,0.5,20,False,1
7755,7755,8,1,0.5,30,False,1
7757,7757,8,1,0.5,50,False,1
7759,7759,8,1,0.5,70,False,1
7800,7800,8,1,1.0,10,True,2
7802,7802,8,1,1.0,20,True,1
7804,7804,8,1,1.0,30,True,1
7821,7821,8,2,0.1,10,False,2
7823,7823,8,2,0.1,20,False,1
7825,7825,8,2,0.1,30,False,1
7827,7827,8,2,0.1,50,False,1
7828,7828,8,2,0.1,70,True,1
7829,7829,8,2,0.1,70,False,1
7831,7831,8,2,0.2,10,False,1
7833,7833,8,2,0.2,20,False,1
7835,7835,8,2,0.2,30,False,1
7836,7836,8,2,0.2,50,True,7
7837,7837,8,2,0.2,50,False,1
7838,7838,8,2,0.2,70,True,4
7839,7839,8,2,0.2,70,False,1
7841,7841,8,2,0.3,10,False,1
7843,7843,8,2,0.3,20,False,1
7845,7845,8,2,0.3,30,False,1
7847,7847,8,2,0.3,50,False,1
7848,7848,8,2,0.3,70,True,1
7849,7849,8,2,0.3,70,False,1
7851,7851,8,2,0.4,10,False,1
7853,7853,8,2,0.4,20,False,1
7855,7855,8,2,0.4,30,False,1
7857,7857,8,2,0.4,50,False,1
7858,7858,8,2,0.4,70,True,4
7859,7859,8,2,0.4,70,False,1
7861,7861,8,2,0.5,10,False,2
7863,7863,8,2,0.5,20,False,1
7865,7865,8,2,0.5,30,False,1
7867,7867,8,2,0.5,50,False,2
7868,7868,8,2,0.5,70,True,2
7869,7869,8,2,0.5,70,False,3
7878,7878,8,2,0.6,70,True,7
7900,7900,8,2,0.9,10,True,1
7910,7910,8,2,1.0,10,True,1
7912,7912,8,2,1.0,20,True,1
7914,7914,8,2,1.0,30,True,1
7921,7921,8,3,0.0,10,False,1
7923,7923,8,3,0.0,20,False,1
7924,7924,8,3,0.0,30,True,2
7925,7925,8,3,0.0,30,False,1
7926,7926,8,3,0.0,50,True,2
7927,7927,8,3,0.0,50,False,1
7928,7928,8,3,0.0,70,True,1
7929,7929,8,3,0.0,70,False,1
7931,7931,8,3,0.1,10,False,1
7933,7933,8,3,0.1,20,False,1
7934,7934,8,3,0.1,30,True,4
7935,7935,8,3,0.1,30,False,1
7936,7936,8,3,0.1,50,True,1
7937,7937,8,3,0.1,50,False,2
7938,7938,8,3,0.1,70,True,2
7939,7939,8,3,0.1,70,False,1
7941,7941,8,3,0.2,10,False,1
7943,7943,8,3,0.2,20,False,1
7945,7945,8,3,0.2,30,False,1
7946,7946,8,3,0.2,50,True,2
7947,7947,8,3,0.2,50,False,1
7948,7948,8,3,0.2,70,True,1
7949,7949,8,3,0.2,70,False,1
7951,7951,8,3,0.3,10,False,1
7953,7953,8,3,0.3,20,False,1
7955,7955,8,3,0.3,30,False,1
7956,7956,8,3,0.3,50,True,1
7957,7957,8,3,0.3,50,False,1
7958,7958,8,3,0.3,70,True,1
7959,7959,8,3,0.3,70,False,1
7961,7961,8,3,0.4,10,False,1
7963,7963,8,3,0.4,20,False,1
7965,7965,8,3,0.4,30,False,1
7966,7966,8,3,0.4,50,True,1
7967,7967,8,3,0.4,50,False,4
7968,7968,8,3,0.4,70,True,1
7969,7969,8,3,0.4,70,False,2
7976,7976,8,3,0.5,50,True,3
7978,7978,8,3,0.5,70,True,1
7986,7986,8,3,0.6,50,True,1
7988,7988,8,3,0.6,70,True,3
7996,7996,8,3,0.7,50,True,4
8004,8004,8,3,0.8,30,True,4
8010,8010,8,3,0.9,10,True,2
8014,8014,8,3,0.9,30,True,5
8020,8020,8,3,1.0,10,True,1
8022,8022,8,3,1.0,20,True,1
8024,8024,8,3,1.0,30,True,1
8031,8031,8,4,0.0,10,False,1
8033,8033,8,4,0.0,20,False,1
8034,8034,8,4,0.0,30,True,1
8035,8035,8,4,0.0,30,False,1
8036,8036,8,4,0.0,50,True,1
8037,8037,8,4,0.0,50,False,1
8038,8038,8,4,0.0,70,True,1
8039,8039,8,4,0.0,70,False,1
8041,8041,8,4,0.1,10,False,2
8043,8043,8,4,0.1,20,False,1
8044,8044,8,4,0.1,30,True,1
8045,8045,8,4,0.1,30,False,1
8046,8046,8,4,0.1,50,True,2
8047,8047,8,4,0.1,50,False,1
8048,8048,8,4,0.1,70,True,2
8049,8049,8,4,0.1,70,False,1
8051,8051,8,4,0.2,10,False,1
8052,8052,8,4,0.2,20,True,2
8053,8053,8,4,0.2,20,False,1
8054,8054,8,4,0.2,30,True,1
8055,8055,8,4,0.2,30,False,1
8056,8056,8,4,0.2,50,True,1
8057,8057,8,4,0.2,50,False,1
8058,8058,8,4,0.2,70,True,1
8059,8059,8,4,0.2,70,False,1
8062,8062,8,4,0.3,20,True,6
8066,8066,8,4,0.3,50,True,1
8068,8068,8,4,0.3,70,True,1
8074,8074,8,4,0.4,30,True,3
8076,8076,8,4,0.4,50,True,1
8078,8078,8,4,0.4,70,True,1
8082,8082,8,4,0.5,20,True,4
8084,8084,8,4,0.5,30,True,1
8086,8086,8,4,0.5,50,True,1
8088,8088,8,4,0.5,70,True,2
8090,8090,8,4,0.6,10,True,5
8096,8096,8,4,0.6,50,True,2
8104,8104,8,4,0.7,30,True,5
8106,8106,8,4,0.7,50,True,7
8110,8110,8,4,0.8,10,True,1
8112,8112,8,4,0.8,20,True,6
8114,8114,8,4,0.8,30,True,1
8120,8120,8,4,0.9,10,True,1
8122,8122,8,4,0.9,20,True,1
8124,8124,8,4,0.9,30,True,1
8130,8130,8,4,1.0,10,True,1
8132,8132,8,4,1.0,20,True,1
8134,8134,8,4,1.0,30,True,1
8141,8141,8,5,0.0,10,False,1
8142,8142,8,5,0.0,20,True,1
8143,8143,8,5,0.0,20,False,1
8144,8144,8,5,0.0,30,True,1
8145,8145,8,5,0.0,30,False,1
8146,8146,8,5,0.0,50,True,1
8147,8147,8,5,0.0,50,False,1
8148,8148,8,5,0.0,70,True,1
8149,8149,8,5,0.0,70,False,1
8152,8152,8,5,0.1,20,True,2
8154,8154,8,5,0.1,30,True,1
8156,8156,8,5,0.1,50,True,2
8158,8158,8,5,0.1,70,True,1
8162,8162,8,5,0.2,20,True,5
8164,8164,8,5,0.2,30,True,2
8166,8166,8,5,0.2,50,True,1
8168,8168,8,5,0.2,70,True,1
8172,8172,8,5,0.3,20,True,8
8174,8174,8,5,0.3,30,True,1
8176,8176,8,5,0.3,50,True,1
8178,8178,8,5,0.3,70,True,9
8180,8180,8,5,0.4,10,True,6
8184,8184,8,5,0.4,30,True,3
8186,8186,8,5,0.4,50,True,1
8188,8188,8,5,0.4,70,True,10
8190,8190,8,5,0.5,10,True,2
8192,8192,8,5,0.5,20,True,2
8194,8194,8,5,0.5,30,True,2
8196,8196,8,5,0.5,50,True,1
8200,8200,8,5,0.6,10,True,4
8202,8202,8,5,0.6,20,True,2
8204,8204,8,5,0.6,30,True,1
8206,8206,8,5,0.6,50,True,2
8210,8210,8,5,0.7,10,True,7
8212,8212,8,5,0.7,20,True,4
8214,8214,8,5,0.7,30,True,1
8216,8216,8,5,0.7,50,True,4
8220,8220,8,5,0.8,10,True,1
8222,8222,8,5,0.8,20,True,3
8224,8224,8,5,0.8,30,True,1
8230,8230,8,5,0.9,10,True,1
8232,8232,8,5,0.9,20,True,2
8234,8234,8,5,0.9,30,True,1
8240,8240,8,5,1.0,10,True,1
8242,8242,8,5,1.0,20,True,2
8244,8244,8,5,1.0,30,True,1
8250,8250,8,6,0.0,10,True,9
8252,8252,8,6,0.0,20,True,4
8254,8254,8,6,0.0,30,True,1
8256,8256,8,6,0.0,50,True,1
8260,8260,8,6,0.1,10,True,10
8262,8262,8,6,0.1,20,True,1
8264,8264,8,6,0.1,30,True,1
8266,8266,8,6,0.1,50,True,1
8270,8270,8,6,0.2,10,True,2
8272,8272,8,6,0.2,20,True,1
8274,8274,8,6,0.2,30,True,1
8276,8276,8,6,0.2,50,True,1
8280,8280,8,6,0.3,10,True,1
8282,8282,8,6,0.3,20,True,1
8284,8284,8,6,0.3,30,True,1
8286,8286,8,6,0.3,50,True,8
8290,8290,8,6,0.4,10,True,1
8292,8292,8,6,0.4,20,True,2
8294,8294,8,6,0.4,30,True,1
8296,8296,8,6,0.4,50,True,5
8300,8300,8,6,0.5,10,True,1
8302,8302,8,6,0.5,20,True,2
8304,8304,8,6,0.5,30,True,1
8306,8306,8,6,0.5,50,True,9
8310,8310,8,6,0.6,10,True,1
8312,8312,8,6,0.6,20,True,5
8314,8314,8,6,0.6,30,True,1
8320,8320,8,6,0.7,10,True,3
8322,8322,8,6,0.7,20,True,1
8324,8324,8,6,0.7,30,True,1
8330,8330,8,6,0.8,10,True,1
8332,8332,8,6,0.8,20,True,3
8334,8334,8,6,0.8,30,True,1
8340,8340,8,6,0.9,10,True,1
8342,8342,8,6,0.9,20,True,3
8344,8344,8,6,0.9,30,True,1
8350,8350,8,6,1.0,10,True,1
8352,8352,8,6,1.0,20,True,2
8354,8354,8,6,1.0,30,True,1
8360,8360,8,7,0.0,10,True,2
8362,8362,8,7,0.0,20,True,1
8364,8364,8,7,0.0,30,True,1
8370,8370,8,7,0.1,10,True,1
8372,8372,8,7,0.1,20,True,1
8374,8374,8,7,0.1,30,True,2
8380,8380,8,7,0.2,10,True,1
8382,8382,8,7,0.2,20,True,1
8384,8384,8,7,0.2,30,True,1
8390,8390,8,7,0.3,10,True,1
8392,8392,8,7,0.3,20,True,1
8394,8394,8,7,0.3,30,True,1
8400,8400,8,7,0.4,10,True,1
8402,8402,8,7,0.4,20,True,1
8404,8404,8,7,0.4,30,True,1
8410,8410,8,7,0.5,10,True,1
8412,8412,8,7,0.5,20,True,1
8414,8414,8,7,0.5,30,True,1
8420,8420,8,7,0.6,10,True,1
8422,8422,8,7,0.6,20,True,3
8424,8424,8,7,0.6,30,True,1
8430,8430,8,7,0.7,10,True,1
8432,8432,8,7,0.7,20,True,1
8434,8434,8,7,0.7,30,True,1
8440,8440,8,7,0.8,10,True,1
8442,8442,8,7,0.8,20,True,1
8444,8444,8,7,0.8,30,True,1
8450,8450,8,7,0.9,10,True,1
8452,8452,8,7,0.9,20,True,1
8454,8454,8,7,0.9,30,True,1
8460,8460,8,7,1.0,10,True,3
8462,8462,8,7,1.0,20,True,1
8464,8464,8,7,1.0,30,True,1
8472,8472,8,8,0.0,20,True,1
8474,8474,8,8,0.0,30,True,1
8482,8482,8,8,0.1,20,True,1
8484,8484,8,8,0.1,30,True,1
8492,8492,8,8,0.2,20,True,1
8494,8494,8,8,0.2,30,True,1
8502,8502,8,8,0.3,20,True,1
8504,8504,8,8,0.3,30,True,1
8512,8512,8,8,0.4,20,True,1
8514,8514,8,8,0.4,30,True,1
8522,8522,8,8,0.5,20,True,1
8524,8524,8,8,0.5,30,True,1
8532,8532,8,8,0.6,20,True,1
8534,8534,8,8,0.6,30,True,1
8542,8542,8,8,0.7,20,True,1
8544,8544,8,8,0.7,30,True,1
8552,8552,8,8,0.8,20,True,1
8554,8554,8,8,0.8,30,True,1
8562,8562,8,8,0.9,20,True,1
8564,8564,8,8,0.9,30,True,2
8572,8572,8,8,1.0,20,True,1
8574,8574,8,8,1.0,30,True,1
8582,8582,8,9,0.0,20,True,1
8584,8584,8,9,0.0,30,True,1
8592,8592,8,9,0.1,20,True,1
8594,8594,8,9,0.1,30,True,1
8602,8602,8,9,0.2,20,True,1
8604,8604,8,9,0.2,30,True,1
8612,8612,8,9,0.3,20,True,1
8614,8614,8,9,0.3,30,True,1
8622,8622,8,9,0.4,20,True,1
8624,8624,8,9,0.4,30,True,1
8632,8632,8,9,0.5,20,True,2
8634,8634,8,9,0.5,30,True,1
8642,8642,8,9,0.6,20,True,2
8644,8644,8,9,0.6,30,True,1
8652,8652,8,9,0.7,20,True,2
8654,8654,8,9,0.7,30,True,1
8662,8662,8,9,0.8,20,True,1
8664,8664,8,9,0.8,30,True,1
8672,8672,8,9,0.9,20,True,1
8674,8674,8,9,0.9,30,True,1
8682,8682,8,9,1.0,20,True,1
8684,8684,8,9,1.0,30,True,1
8692,8692,8,10,0.0,20,True,1
8702,8702,8,10,0.1,20,True,1
8712,8712,8,10,0.2,20,True,1
8714,8714,8,10,0.2,30,True,4
8722,8722,8,10,0.3,20,True,1
8724,8724,8,10,0.3,30,True,2
8732,8732,8,10,0.4,20,True,1
8734,8734,8,10,0.4,30,True,1
8742,8742,8,10,0.5,20,True,1
8744,8744,8,10,0.5,30,True,1
8752,8752,8,10,0.6,20,True,2
8754,8754,8,10,0.6,30,True,1
8762,8762,8,10,0.7,20,True,1
8764,8764,8,10,0.7,30,True,1
8772,8772,8,10,0.8,20,True,3
8774,8774,8,10,0.8,30,True,1
8782,8782,8,10,0.9,20,True,1
8784,8784,8,10,0.9,30,True,1
8792,8792,8,10,1.0,20,True,2
8794,8794,8,10,1.0,30,True,1
8821,8821,9,1,0.2,10,False,1
8823,8823,9,1,0.2,20,False,1
8825,8825,9,1,0.2,30,False,1
8827,8827,9,1,0.2,50,False,1
8829,8829,9,1,0.2,70,False,1
8831,8831,9,1,0.3,10,False,1
8833,8833,9,1,0.3,20,False,2
8835,8835,9,1,0.3,30,False,1
8837,8837,9,1,0.3,50,False,1
8839,8839,9,1,0.3,70,False,1
8841,8841,9,1,0.4,10,False,1
8843,8843,9,1,0.4,20,False,1
8845,8845,9,1,0.4,30,False,1
8847,8847,9,1,0.4,50,False,1
8849,8849,9,1,0.4,70,False,1
8851,8851,9,1,0.5,10,False,1
8853,8853,9,1,0.5,20,False,2
8855,8855,9,1,0.5,30,False,1
8857,8857,9,1,0.5,50,False,1
8859,8859,9,1,0.5,70,False,1
8890,8890,9,1,0.9,10,True,1
8900,8900,9,1,1.0,10,True,1
8902,8902,9,1,1.0,20,True,2
8904,8904,9,1,1.0,30,True,1
8921,8921,9,2,0.1,10,False,1
8923,8923,9,2,0.1,20,False,1
8925,8925,9,2,0.1,30,False,2
8926,8926,9,2,0.1,50,True,1
8927,8927,9,2,0.1,50,False,1
8928,8928,9,2,0.1,70,True,1
8929,8929,9,2,0.1,70,False,1
8931,8931,9,2,0.2,10,False,1
8933,8933,9,2,0.2,20,False,1
8935,8935,9,2,0.2,30,False,1
8937,8937,9,2,0.2,50,False,1
8938,8938,9,2,0.2,70,True,3
8939,8939,9,2,0.2,70,False,1
8941,8941,9,2,0.3,10,False,1
8943,8943,9,2,0.3,20,False,1
8945,8945,9,2,0.3,30,False,1
8947,8947,9,2,0.3,50,False,2
8948,8948,9,2,0.3,70,True,1
8949,8949,9,2,0.3,70,False,1
8951,8951,9,2,0.4,10,False,1
8953,8953,9,2,0.4,20,False,1
8955,8955,9,2,0.4,30,False,1
8957,8957,9,2,0.4,50,False,1
8958,8958,9,2,0.4,70,True,9
8959,8959,9,2,0.4,70,False,1
8980,8980,9,2,0.7,10,True,10
8990,8990,9,2,0.8,10,True,1
9000,9000,9,2,0.9,10,True,1
9010,9010,9,2,1.0,10,True,1
9012,9012,9,2,1.0,20,True,1
9014,9014,9,2,1.0,30,True,1
9021,9021,9,3,0.0,10,False,1
9023,9023,9,3,0.0,20,False,1
9024,9024,9,3,0.0,30,True,1
9025,9025,9,3,0.0,30,False,1
9026,9026,9,3,0.0,50,True,1
9027,9027,9,3,0.0,50,False,1
9028,9028,9,3,0.0,70,True,1
9029,9029,9,3,0.0,70,False,1
9031,9031,9,3,0.1,10,False,1
9033,9033,9,3,0.1,20,False,1
9034,9034,9,3,0.1,30,True,5
9035,9035,9,3,0.1,30,False,1
9036,9036,9,3,0.1,50,True,1
9037,9037,9,3,0.1,50,False,1
9038,9038,9,3,0.1,70,True,1
9039,9039,9,3,0.1,70,False,1
9041,9041,9,3,0.2,10,False,1
9043,9043,9,3,0.2,20,False,2
9045,9045,9,3,0.2,30,False,2
9046,9046,9,3,0.2,50,True,2
9047,9047,9,3,0.2,50,False,1
9048,9048,9,3,0.2,70,True,1
9049,9049,9,3,0.2,70,False,1
9051,9051,9,3,0.3,10,False,1
9053,9053,9,3,0.3,20,False,1
9055,9055,9,3,0.3,30,False,1
9056,9056,9,3,0.3,50,True,1
9057,9057,9,3,0.3,50,False,1
9058,9058,9,3,0.3,70,True,1
9059,9059,9,3,0.3,70,False,2
9066,9066,9,3,0.4,50,True,1
9068,9068,9,3,0.4,70,True,2
9070,9070,9,3,0.5,10,True,3
9076,9076,9,3,0.5,50,True,6
9078,9078,9,3,0.5,70,True,2
9080,9080,9,3,0.6,10,True,5
9086,9086,9,3,0.6,50,True,6
9090,9090,9,3,0.7,10,True,6
9100,9100,9,3,0.8,10,True,1
9104,9104,9,3,0.8,30,True,10
9110,9110,9,3,0.9,10,True,1
9112,9112,9,3,0.9,20,True,9
9114,9114,9,3,0.9,30,True,4
9120,9120,9,3,1.0,10,True,1
9122,9122,9,3,1.0,20,True,1
9124,9124,9,3,1.0,30,True,1
9131,9131,9,4,0.0,10,False,1
9132,9132,9,4,0.0,20,True,4
9133,9133,9,4,0.0,20,False,1
9134,9134,9,4,0.0,30,True,1
9135,9135,9,4,0.0,30,False,1
9136,9136,9,4,0.0,50,True,1
9137,9137,9,4,0.0,50,False,1
9138,9138,9,4,0.0,70,True,1
9139,9139,9,4,0.0,70,False,1
9141,9141,9,4,0.1,10,False,1
9143,9143,9,4,0.1,20,False,1
9144,9144,9,4,0.1,30,True,1
9145,9145,9,4,0.1,30,False,1
9146,9146,9,4,0.1,50,True,1
9147,9147,9,4,0.1,50,False,1
9148,9148,9,4,0.1,70,True,1
9149,9149,9,4,0.1,70,False,1
9151,9151,9,4,0.2,10,False,1
9153,9153,9,4,0.2,20,False,1
9154,9154,9,4,0.2,30,True,2
9155,9155,9,4,0.2,30,False,1
9156,9156,9,4,0.2,50,True,1
9157,9157,9,4,0.2,50,False,1
9158,9158,9,4,0.2,70,True,1
9159,9159,9,4,0.2,70,False,1
9164,9164,9,4,0.3,30,True,3
9166,9166,9,4,0.3,50,True,1
9168,9168,9,4,0.3,70,True,1
9174,9174,9,4,0.4,30,True,2
9176,9176,9,4,0.4,50,True,1
9178,9178,9,4,0.4,70,True,1
9180,9180,9,4,0.5,10,True,3
9184,9184,9,4,0.5,30,True,5
9186,9186,9,4,0.5,50,True,1
9190,9190,9,4,0.6,10,True,1
9192,9192,9,4,0.6,20,True,2
9194,9194,9,4,0.6,30,True,3
9196,9196,9,4,0.6,50,True,3
9200,9200,9,4,0.7,10,True,1
9202,9202,9,4,0.7,20,True,10
9204,9204,9,4,0.7,30,True,1
9210,9210,9,4,0.8,10,True,1
9212,9212,9,4,0.8,20,True,4
9214,9214,9,4,0.8,30,True,1
9220,9220,9,4,0.9,10,True,1
9222,9222,9,4,0.9,20,True,1
9224,9224,9,4,0.9,30,True,2
9232,9232,9,4,1.0,20,True,3
9234,9234,9,4,1.0,30,True,1
9241,9241,9,5,0.0,10,False,1
9242,9242,9,5,0.0,20,True,1
9243,9243,9,5,0.0,20,False,1
9244,9244,9,5,0.0,30,True,1
9245,9245,9,5,0.0,30,False,1
9246,9246,9,5,0.0,50,True,1
9247,9247,9,5,0.0,50,False,1
9248,9248,9,5,0.0,70,True,1
9249,9249,9,5,0.0,70,False,1
9252,9252,9,5,0.1,20,True,1
9254,9254,9,5,0.1,30,True,1
9256,9256,9,5,0.1,50,True,1
9258,9258,9,5,0.1,70,True,1
9260,9260,9,5,0.2,10,True,2
9262,9262,9,5,0.2,20,True,8
9264,9264,9,5,0.2,30,True,2
9266,9266,9,5,0.2,50,True,1
9268,9268,9,5,0.2,70,True,1
9270,9270,9,5,0.3,10,True,5
9272,9272,9,5,0.3,20,True,6
9274,9274,9,5,0.3,30,True,2
9276,9276,9,5,0.3,50,True,1
9280,9280,9,5,0.4,10,True,2
9282,9282,9,5,0.4,20,True,4
9284,9284,9,5,0.4,30,True,2
9286,9286,9,5,0.4,50,True,1
9290,9290,9,5,0.5,10,True,1
9292,9292,9,5,0.5,20,True,10
9294,9294,9,5,0.5,30,True,5
9300,9300,9,5,0.6,10,True,1
9302,9302,9,5,0.6,20,True,7
9304,9304,9,5,0.6,30,True,2
9310,9310,9,5,0.7,10,True,1
9312,9312,9,5,0.7,20,True,5
9314,9314,9,5,0.7,30,True,1
9320,9320,9,5,0.8,10,True,5
9322,9322,9,5,0.8,20,True,1
9324,9324,9,5,0.8,30,True,1
9332,9332,9,5,0.9,20,True,1
9334,9334,9,5,0.9,30,True,1
9342,9342,9,5,1.0,20,True,1
9344,9344,9,5,1.0,30,True,1
9350,9350,9,6,0.0,10,True,1
9352,9352,9,6,0.0,20,True,1
9354,9354,9,6,0.0,30,True,1
9356,9356,9,6,0.0,50,True,1
9358,9358,9,6,0.0,70,True,5
9360,9360,9,6,0.1,10,True,5
9362,9362,9,6,0.1,20,True,2
9364,9364,9,6,0.1,30,True,3
9366,9366,9,6,0.1,50,True,1
9370,9370,9,6,0.2,10,True,4
9372,9372,9,6,0.2,20,True,1
9374,9374,9,6,0.2,30,True,2
9376,9376,9,6,0.2,50,True,3
9380,9380,9,6,0.3,10,True,3
9382,9382,9,6,0.3,20,True,1
9384,9384,9,6,0.3,30,True,2
9390,9390,9,6,0.4,10,True,1
9392,9392,9,6,0.4,20,True,3
9394,9394,9,6,0.4,30,True,1
9400,9400,9,6,0.5,10,True,1
9402,9402,9,6,0.5,20,True,4
9404,9404,9,6,0.5,30,True,1
9410,9410,9,6,0.6,10,True,1
9412,9412,9,6,0.6,20,True,3
9414,9414,9,6,0.6,30,True,1
9422,9422,9,6,0.7,20,True,1
9424,9424,9,6,0.7,30,True,1
9432,9432,9,6,0.8,20,True,1
9434,9434,9,6,0.8,30,True,1
9442,9442,9,6,0.9,20,True,1
9444,9444,9,6,0.9,30,True,1
9452,9452,9,6,1.0,20,True,1
9454,9454,9,6,1.0,30,True,1
9460,9460,9,7,0.0,10,True,1
9462,9462,9,7,0.0,20,True,3
9464,9464,9,7,0.0,30,True,1
9470,9470,9,7,0.1,10,True,1
9472,9472,9,7,0.1,20,True,2
9474,9474,9,7,0.1,30,True,1
9480,9480,9,7,0.2,10,True,1
9482,9482,9,7,0.2,20,True,2
9484,9484,9,7,0.2,30,True,1
9490,9490,9,7,0.3,10,True,2
9492,9492,9,7,0.3,20,True,1
9494,9494,9,7,0.3,30,True,1
9502,9502,9,7,0.4,20,True,1
9504,9504,9,7,0.4,30,True,1
9512,9512,9,7,0.5,20,True,2
9514,9514,9,7,0.5,30,True,1
9522,9522,9,7,0.6,20,True,2
9524,9524,9,7,0.6,30,True,1
9532,9532,9,7,0.7,20,True,1
9534,9534,9,7,0.7,30,True,1
9542,9542,9,7,0.8,20,True,1
9544,9544,9,7,0.8,30,True,1
9552,9552,9,7,0.9,20,True,1
9554,9554,9,7,0.9,30,True,1
9562,9562,9,7,1.0,20,True,1
9564,9564,9,7,1.0,30,True,1
9572,9572,9,8,0.0,20,True,4
9574,9574,9,8,0.0,30,True,1
9582,9582,9,8,0.1,20,True,1
9584,9584,9,8,0.1,30,True,1
9592,9592,9,8,0.2,20,True,1
9594,9594,9,8,0.2,30,True,1
9602,9602,9,8,0.3,20,True,1
9604,9604,9,8,0.3,30,True,1
9612,9612,9,8,0.4,20,True,1
9614,9614,9,8,0.4,30,True,1
9622,9622,9,8,0.5,20,True,1
9624,9624,9,8,0.5,30,True,1
9632,9632,9,8,0.6,20,True,2
9634,9634,9,8,0.6,30,True,1
9642,9642,9,8,0.7,20,True,1
9644,9644,9,8,0.7,30,True,1
9652,9652,9,8,0.8,20,True,1
9654,9654,9,8,0.8,30,True,1
9662,9662,9,8,0.9,20,True,1
9664,9664,9,8,0.9,30,True,1
9672,9672,9,8,1.0,20,True,1
9674,9674,9,8,1.0,30,True,1
9682,9682,9,9,0.0,20,True,1
9684,9684,9,9,0.0,30,True,2
9692,9692,9,9,0.1,20,True,2
9694,9694,9,9,0.1,30,True,2
9702,9702,9,9,0.2,20,True,1
9704,9704,9,9,0.2,30,True,1
9712,9712,9,9,0.3,20,True,1
9714,9714,9,9,0.3,30,True,1
9722,9722,9,9,0.4,20,True,1
9724,9724,9,9,0.4,30,True,1
9732,9732,9,9,0.5,20,True,1
9734,9734,9,9,0.5,30,True,1
9742,9742,9,9,0.6,20,True,1
9744,9744,9,9,0.6,30,True,1
9752,9752,9,9,0.7,20,True,1
9754,9754,9,9,0.7,30,True,1
9762,9762,9,9,0.8,20,True,1
9764,9764,9,9,0.8,30,True,2
9772,9772,9,9,0.9,20,True,2
9774,9774,9,9,0.9,30,True,1
9782,9782,9,9,1.0,20,True,1
9784,9784,9,9,1.0,30,True,1
9792,9792,9,10,0.0,20,True,1
9802,9802,9,10,0.1,20,True,1
9812,9812,9,10,0.2,20,True,1
9822,9822,9,10,0.3,20,True,1
9832,9832,9,10,0.4,20,True,1
9842,9842,9,10,0.5,20,True,1
9844,9844,9,10,0.5,30,True,8
9852,9852,9,10,0.6,20,True,3
9854,9854,9,10,0.6,30,True,2
9862,9862,9,10,0.7,20,True,1
9872,9872,9,10,0.8,20,True,1
9874,9874,9,10,0.8,30,True,2
9882,9882,9,10,0.9,20,True,1
9884,9884,9,10,0.9,30,True,3
9892,9892,9,10,1.0,20,True,1
9894,9894,9,10,1.0,30,True,4
9913,9913,10,1,0.1,20,False,5
9915,9915,10,1,0.1,30,False,4
9917,9917,10,1,0.1,50,False,4
9919,9919,10,1,0.1,70,False,7
9921,9921,10,1,0.2,10,False,1
9923,9923,10,1,0.2,20,False,1
9925,9925,10,1,0.2,30,False,1
9927,9927,10,1,0.2,50,False,1
9929,9929,10,1,0.2,70,False,1
9931,9931,10,1,0.3,10,False,1
9933,9933,10,1,0.3,20,False,1
9935,9935,10,1,0.3,30,False,1
9937,9937,10,1,0.3,50,False,1
9939,9939,10,1,0.3,70,False,1
9941,9941,10,1,0.4,10,False,1
9943,9943,10,1,0.4,20,False,1
9945,9945,10,1,0.4,30,False,1
9947,9947,10,1,0.4,50,False,1
9949,9949,10,1,0.4,70,False,1
9960,9960,10,1,0.6,10,True,1
9970,9970,10,1,0.7,10,True,2
9980,9980,10,1,0.8,10,True,1
9990,9990,10,1,0.9,10,True,1
10002,10002,10,1,1.0,20,True,1
10004,10004,10,1,1.0,30,True,1
10021,10021,10,2,0.1,10,False,1
10023,10023,10,2,0.1,20,False,1
10025,10025,10,2,0.1,30,False,1
10027,10027,10,2,0.1,50,False,1
10028,10028,10,2,0.1,70,True,5
10029,10029,10,2,0.1,70,False,1
10031,10031,10,2,0.2,10,False,1
10033,10033,10,2,0.2,20,False,1
10035,10035,10,2,0.2,30,False,1
10037,10037,10,2,0.2,50,False,1
10038,10038,10,2,0.2,70,True,3
10039,10039,10,2,0.2,70,False,1
10041,10041,10,2,0.3,10,False,1
10043,10043,10,2,0.3,20,False,1
10045,10045,10,2,0.3,30,False,1
