,Unnamed: 0,m1,m2,p,maxDeg,cull,attempts
4569,4569,5,2,0.5,70,False,1
4571,4571,5,2,0.6,10,False,2
4573,4573,5,2,0.6,20,False,1
4575,4575,5,2,0.6,30,False,1
4576,4576,5,2,0.6,50,True,1
4577,4577,5,2,0.6,50,False,1
4578,4578,5,2,0.6,70,True,1
4579,4579,5,2,0.6,70,False,1
4581,4581,5,2,0.7,10,False,1
4583,4583,5,2,0.7,20,False,1
4585,4585,5,2,0.7,30,False,1
4587,4587,5,2,0.7,50,False,1
4588,4588,5,2,0.7,70,True,5
4589,4589,5,2,0.7,70,False,1
4591,4591,5,2,0.8,10,False,1
4593,4593,5,2,0.8,20,False,1
4595,4595,5,2,0.8,30,False,1
4596,4596,5,2,0.8,50,True,3
4597,4597,5,2,0.8,50,False,1
4598,4598,5,2,0.8,70,True,1
4599,4599,5,2,0.8,70,False,1
4601,4601,5,2,0.9,10,False,1
4603,4603,5,2,0.9,20,False,1
4605,4605,5,2,0.9,30,False,1
4606,4606,5,2,0.9,50,True,3
4607,4607,5,2,0.9,50,False,1
4608,4608,5,2,0.9,70,True,1
4609,4609,5,2,0.9,70,False,1
4611,4611,5,2,1.0,10,False,1
4612,4612,5,2,1.0,20,True,2
4613,4613,5,2,1.0,20,False,1
4614,4614,5,2,1.0,30,True,1
4615,4615,5,2,1.0,30,False,1
4616,4616,5,2,1.0,50,True,1
4617,4617,5,2,1.0,50,False,1
4618,4618,5,2,1.0,70,True,1
4619,4619,5,2,1.0,70,False,1
4621,4621,5,3,0.0,10,False,1
4623,4623,5,3,0.0,20,False,1
4624,4624,5,3,0.0,30,True,1
4625,4625,5,3,0.0,30,False,1
4626,4626,5,3,0.0,50,True,1
4627,4627,5,3,0.0,50,False,1
4628,4628,5,3,0.0,70,True,1
4629,4629,5,3,0.0,70,False,1
4631,4631,5,3,0.1,10,False,1
4633,4633,5,3,0.1,20,False,1
4634,4634,5,3,0.1,30,True,2
4635,4635,5,3,0.1,30,False,1
4636,4636,5,3,0.1,50,True,1
4637,4637,5,3,0.1,50,False,1
4638,4638,5,3,0.1,70,True,1
4639,4639,5,3,0.1,70,False,1
4641,4641,5,3,0.2,10,False,1
4643,4643,5,3,0.2,20,False,1
4644,4644,5,3,0.2,30,True,2
4645,4645,5,3,0.2,30,False,1
4646,4646,5,3,0.2,50,True,2
4647,4647,5,3,0.2,50,False,1
4648,4648,5,3,0.2,70,True,1
4649,4649,5,3,0.2,70,False,1
4651,4651,5,3,0.3,10,False,1
4653,4653,5,3,0.3,20,False,1
4655,4655,5,3,0.3,30,False,1
4656,4656,5,3,0.3,50,True,1
4657,4657,5,3,0.3,50,False,1
4658,4658,5,3,0.3,70,True,1
4659,4659,5,3,0.3,70,False,1
4661,4661,5,3,0.4,10,False,1
4663,4663,5,3,0.4,20,False,1
4664,4664,5,3,0.4,30,True,6
4665,4665,5,3,0.4,30,False,1
4666,4666,5,3,0.4,50,True,1
4667,4667,5,3,0.4,50,False,1
4668,4668,5,3,0.4,70,True,1
4669,4669,5,3,0.4,70,False,1
4671,4671,5,3,0.5,10,False,1
4673,4673,5,3,0.5,20,False,1
4674,4674,5,3,0.5,30,True,2
4675,4675,5,3,0.5,30,False,1
4676,4676,5,3,0.5,50,True,1
4677,4677,5,3,0.5,50,False,1
4678,4678,5,3,0.5,70,True,1
4679,4679,5,3,0.5,70,False,1
4681,4681,5,3,0.6,10,False,1
4683,4683,5,3,0.6,20,False,1
4684,4684,5,3,0.6,30,True,6
4685,4685,5,3,0.6,30,False,1
4686,4686,5,3,0.6,50,True,3
4687,4687,5,3,0.6,50,False,1
4688,4688,5,3,0.6,70,True,1
4689,4689,5,3,0.6,70,False,1
4691,4691,5,3,0.7,10,False,1
4693,4693,5,3,0.7,20,False,1
4694,4694,5,3,0.7,30,True,1
4695,4695,5,3,0.7,30,False,1
4696,4696,5,3,0.7,50,True,1
4697,4697,5,3,0.7,50,False,1
4698,4698,5,3,0.7,70,True,1
4699,4699,5,3,0.7,70,False,1
4701,4701,5,3,0.8,10,False,1
4703,4703,5,3,0.8,20,False,1
4704,4704,5,3,0.8,30,True,3
4705,4705,5,3,0.8,30,False,1
4706,4706,5,3,0.8,50,True,1
4707,4707,5,3,0.8,50,False,1
4708,4708,5,3,0.8,70,True,1
4709,4709,5,3,0.8,70,False,1
4711,4711,5,3,0.9,10,False,1
4712,4712,5,3,0.9,20,True,2
4713,4713,5,3,0.9,20,False,1
4714,4714,5,3,0.9,30,True,2
4715,4715,5,3,0.9,30,False,1
4716,4716,5,3,0.9,50,True,2
4717,4717,5,3,0.9,50,False,1
4718,4718,5,3,0.9,70,True,1
4719,4719,5,3,0.9,70,False,1
4721,4721,5,3,1.0,10,False,1
4722,4722,5,3,1.0,20,True,1
4723,4723,5,3,1.0,20,False,1
4724,4724,5,3,1.0,30,True,2
4725,4725,5,3,1.0,30,False,1
4726,4726,5,3,1.0,50,True,1
4727,4727,5,3,1.0,50,False,1
4728,4728,5,3,1.0,70,True,1
4729,4729,5,3,1.0,70,False,1
4731,4731,5,4,0.0,10,False,1
4732,4732,5,4,0.0,20,True,2
4733,4733,5,4,0.0,20,False,1
4734,4734,5,4,0.0,30,True,1
4735,4735,5,4,0.0,30,False,1
4736,4736,5,4,0.0,50,True,1
4737,4737,5,4,0.0,50,False,1
4738,4738,5,4,0.0,70,True,1
4739,4739,5,4,0.0,70,False,1
4741,4741,5,4,0.1,10,False,1
4742,4742,5,4,0.1,20,True,1
4743,4743,5,4,0.1,20,False,1
4744,4744,5,4,0.1,30,True,3
4745,4745,5,4,0.1,30,False,1
4746,4746,5,4,0.1,50,True,1
4747,4747,5,4,0.1,50,False,1
4748,4748,5,4,0.1,70,True,1
4749,4749,5,4,0.1,70,False,1
4751,4751,5,4,0.2,10,False,1
4752,4752,5,4,0.2,20,True,3
4753,4753,5,4,0.2,20,False,1
4754,4754,5,4,0.2,30,True,1
4755,4755,5,4,0.2,30,False,1
4756,4756,5,4,0.2,50,True,1
4757,4757,5,4,0.2,50,False,1
4758,4758,5,4,0.2,70,True,1
4759,4759,5,4,0.2,70,False,1
4761,4761,5,4,0.3,10,False,1
4763,4763,5,4,0.3,20,False,1
4764,4764,5,4,0.3,30,True,1
4765,4765,5,4,0.3,30,False,1
4766,4766,5,4,0.3,50,True,1
4767,4767,5,4,0.3,50,False,1
4768,4768,5,4,0.3,70,True,1
4769,4769,5,4,0.3,70,False,1
4771,4771,5,4,0.4,10,False,1
4773,4773,5,4,0.4,20,False,1
4774,4774,5,4,0.4,30,True,2
4775,4775,5,4,0.4,30,False,1
4776,4776,5,4,0.4,50,True,1
4777,4777,5,4,0.4,50,False,1
4778,4778,5,4,0.4,70,True,1
4779,4779,5,4,0.4,70,False,1
4781,4781,5,4,0.5,10,False,1
4782,4782,5,4,0.5,20,True,7
4783,4783,5,4,0.5,20,False,1
4784,4784,5,4,0.5,30,True,2
4785,4785,5,4,0.5,30,False,1
4786,4786,5,4,0.5,50,True,1
4787,4787,5,4,0.5,50,False,1
4788,4788,5,4,0.5,70,True,1
4789,4789,5,4,0.5,70,False,1
4791,4791,5,4,0.6,10,False,1
4792,4792,5,4,0.6,20,True,2
4793,4793,5,4,0.6,20,False,1
4794,4794,5,4,0.6,30,True,2
4795,4795,5,4,0.6,30,False,1
4796,4796,5,4,0.6,50,True,1
4797,4797,5,4,0.6,50,False,1
4798,4798,5,4,0.6,70,True,1
4799,4799,5,4,0.6,70,False,1
4801,4801,5,4,0.7,10,False,1
4802,4802,5,4,0.7,20,True,2
4803,4803,5,4,0.7,20,False,1
4804,4804,5,4,0.7,30,True,3
4805,4805,5,4,0.7,30,False,1
4806,4806,5,4,0.7,50,True,1
4807,4807,5,4,0.7,50,False,1
4808,4808,5,4,0.7,70,True,1
4809,4809,5,4,0.7,70,False,1
4811,4811,5,4,0.8,10,False,1
4812,4812,5,4,0.8,20,True,3
4813,4813,5,4,0.8,20,False,1
4814,4814,5,4,0.8,30,True,2
4815,4815,5,4,0.8,30,False,1
4816,4816,5,4,0.8,50,True,1
4817,4817,5,4,0.8,50,False,1
4818,4818,5,4,0.8,70,True,1
4819,4819,5,4,0.8,70,False,1
4821,4821,5,4,0.9,10,False,1
4822,4822,5,4,0.9,20,True,6
4823,4823,5,4,0.9,20,False,1
4824,4824,5,4,0.9,30,True,3
4825,4825,5,4,0.9,30,False,1
4826,4826,5,4,0.9,50,True,1
4827,4827,5,4,0.9,50,False,1
4828,4828,5,4,0.9,70,True,1
4829,4829,5,4,0.9,70,False,1
4831,4831,5,4,1.0,10,False,1
4832,4832,5,4,1.0,20,True,1
4833,4833,5,4,1.0,20,False,1
4834,4834,5,4,1.0,30,True,2
4835,4835,5,4,1.0,30,False,1
4836,4836,5,4,1.0,50,True,1
4837,4837,5,4,1.0,50,False,1
4838,4838,5,4,1.0,70,True,1
4839,4839,5,4,1.0,70,False,1
4841,4841,5,5,0.0,10,False,1
4842,4842,5,5,0.0,20,True,9
4843,4843,5,5,0.0,20,False,1
4844,4844,5,5,0.0,30,True,1
4845,4845,5,5,0.0,30,False,1
4846,4846,5,5,0.0,50,True,1
4847,4847,5,5,0.0,50,False,1
4848,4848,5,5,0.0,70,True,1
4849,4849,5,5,0.0,70,False,1
4851,4851,5,5,0.1,10,False,1
4852,4852,5,5,0.1,20,True,9
4853,4853,5,5,0.1,20,False,1
4854,4854,5,5,0.1,30,True,1
4855,4855,5,5,0.1,30,False,1
4856,4856,5,5,0.1,50,True,1
4857,4857,5,5,0.1,50,False,1
4858,4858,5,5,0.1,70,True,1
4859,4859,5,5,0.1,70,False,1
4861,4861,5,5,0.2,10,False,1
4862,4862,5,5,0.2,20,True,3
4863,4863,5,5,0.2,20,False,1
4864,4864,5,5,0.2,30,True,3
4865,4865,5,5,0.2,30,False,1
4866,4866,5,5,0.2,50,True,1
4867,4867,5,5,0.2,50,False,1
4868,4868,5,5,0.2,70,True,1
4869,4869,5,5,0.2,70,False,1
4871,4871,5,5,0.3,10,False,1
4872,4872,5,5,0.3,20,True,5
4873,4873,5,5,0.3,20,False,1
4874,4874,5,5,0.3,30,True,1
4875,4875,5,5,0.3,30,False,1
4876,4876,5,5,0.3,50,True,1
4877,4877,5,5,0.3,50,False,1
4878,4878,5,5,0.3,70,True,1
4879,4879,5,5,0.3,70,False,1
4881,4881,5,5,0.4,10,False,1
4882,4882,5,5,0.4,20,True,5
4883,4883,5,5,0.4,20,False,1
4884,4884,5,5,0.4,30,True,1
4885,4885,5,5,0.4,30,False,1
4886,4886,5,5,0.4,50,True,1
4887,4887,5,5,0.4,50,False,1
4888,4888,5,5,0.4,70,True,1
4889,4889,5,5,0.4,70,False,1
4891,4891,5,5,0.5,10,False,1
4892,4892,5,5,0.5,20,True,4
4893,4893,5,5,0.5,20,False,1
4894,4894,5,5,0.5,30,True,1
4895,4895,5,5,0.5,30,False,1
4896,4896,5,5,0.5,50,True,1
4897,4897,5,5,0.5,50,False,1
4898,4898,5,5,0.5,70,True,1
4899,4899,5,5,0.5,70,False,1
4901,4901,5,5,0.6,10,False,1
4902,4902,5,5,0.6,20,True,4
4903,4903,5,5,0.6,20,False,1
4904,4904,5,5,0.6,30,True,1
4905,4905,5,5,0.6,30,False,1
4906,4906,5,5,0.6,50,True,1
4907,4907,5,5,0.6,50,False,1
4908,4908,5,5,0.6,70,True,1
4909,4909,5,5,0.6,70,False,1
4911,4911,5,5,0.7,10,False,1
4912,4912,5,5,0.7,20,True,4
4913,4913,5,5,0.7,20,False,1
4914,4914,5,5,0.7,30,True,1
4915,4915,5,5,0.7,30,False,1
4916,4916,5,5,0.7,50,True,1
4917,4917,5,5,0.7,50,False,1
4918,4918,5,5,0.7,70,True,1
4919,4919,5,5,0.7,70,False,1
4921,4921,5,5,0.8,10,False,1
4922,4922,5,5,0.8,20,True,1
4923,4923,5,5,0.8,20,False,1
4924,4924,5,5,0.8,30,True,1
4925,4925,5,5,0.8,30,False,1
4926,4926,5,5,0.8,50,True,1
4927,4927,5,5,0.8,50,False,1
4928,4928,5,5,0.8,70,True,1
4929,4929,5,5,0.8,70,False,1
4931,4931,5,5,0.9,10,False,1
4932,4932,5,5,0.9,20,True,1
4933,4933,5,5,0.9,20,False,1
4934,4934,5,5,0.9,30,True,1
4935,4935,5,5,0.9,30,False,1
4936,4936,5,5,0.9,50,True,1
4937,4937,5,5,0.9,50,False,1
4938,4938,5,5,0.9,70,True,1
4939,4939,5,5,0.9,70,False,1
4941,4941,5,5,1.0,10,False,1
4942,4942,5,5,1.0,20,True,3
4943,4943,5,5,1.0,20,False,1
4944,4944,5,5,1.0,30,True,1
4945,4945,5,5,1.0,30,False,1
4946,4946,5,5,1.0,50,True,1
4947,4947,5,5,1.0,50,False,1
4948,4948,5,5,1.0,70,True,1
4949,4949,5,5,1.0,70,False,1
4952,4952,5,6,0.0,20,True,1
4954,4954,5,6,0.0,30,True,1
4956,4956,5,6,0.0,50,True,1
4958,4958,5,6,0.0,70,True,5
4962,4962,5,6,0.1,20,True,2
4964,4964,5,6,0.1,30,True,1
4966,4966,5,6,0.1,50,True,1
4968,4968,5,6,0.1,70,True,2
4972,4972,5,6,0.2,20,True,4
4974,4974,5,6,0.2,30,True,2
4976,4976,5,6,0.2,50,True,1
4978,4978,5,6,0.2,70,True,4
4982,4982,5,6,0.3,20,True,1
4984,4984,5,6,0.3,30,True,1
4986,4986,5,6,0.3,50,True,1
4988,4988,5,6,0.3,70,True,1
4992,4992,5,6,0.4,20,True,2
4994,4994,5,6,0.4,30,True,3
4996,4996,5,6,0.4,50,True,1
4998,4998,5,6,0.4,70,True,1
5002,5002,5,6,0.5,20,True,1
5004,5004,5,6,0.5,30,True,1
5006,5006,5,6,0.5,50,True,1
5008,5008,5,6,0.5,70,True,1
5012,5012,5,6,0.6,20,True,1
5014,5014,5,6,0.6,30,True,1
5016,5016,5,6,0.6,50,True,1
5018,5018,5,6,0.6,70,True,1
5022,5022,5,6,0.7,20,True,2
5024,5024,5,6,0.7,30,True,1
5026,5026,5,6,0.7,50,True,1
5028,5028,5,6,0.7,70,True,1
5032,5032,5,6,0.8,20,True,3
5034,5034,5,6,0.8,30,True,1
5036,5036,5,6,0.8,50,True,1
5038,5038,5,6,0.8,70,True,1
5042,5042,5,6,0.9,20,True,2
5044,5044,5,6,0.9,30,True,1
5046,5046,5,6,0.9,50,True,1
5048,5048,5,6,0.9,70,True,1
5051,5051,5,6,1.0,10,False,1
5052,5052,5,6,1.0,20,True,1
5053,5053,5,6,1.0,20,False,1
5054,5054,5,6,1.0,30,True,1
5055,5055,5,6,1.0,30,False,1
5056,5056,5,6,1.0,50,True,1
5057,5057,5,6,1.0,50,False,1
5058,5058,5,6,1.0,70,True,1
5059,5059,5,6,1.0,70,False,1
5060,5060,5,7,0.0,10,True,2
5062,5062,5,7,0.0,20,True,2
5064,5064,5,7,0.0,30,True,1
5070,5070,5,7,0.1,10,True,8
5072,5072,5,7,0.1,20,True,1
5074,5074,5,7,0.1,30,True,1
5080,5080,5,7,0.2,10,True,2
5082,5082,5,7,0.2,20,True,2
5084,5084,5,7,0.2,30,True,1
5086,5086,5,7,0.2,50,True,1
5090,5090,5,7,0.3,10,True,1
5092,5092,5,7,0.3,20,True,3
5094,5094,5,7,0.3,30,True,1
5096,5096,5,7,0.3,50,True,2
5102,5102,5,7,0.4,20,True,3
5104,5104,5,7,0.4,30,True,1
5106,5106,5,7,0.4,50,True,1
5112,5112,5,7,0.5,20,True,1
5114,5114,5,7,0.5,30,True,1
5116,5116,5,7,0.5,50,True,1
5118,5118,5,7,0.5,70,True,10
5122,5122,5,7,0.6,20,True,3
5124,5124,5,7,0.6,30,True,1
5126,5126,5,7,0.6,50,True,1
5128,5128,5,7,0.6,70,True,1
5132,5132,5,7,0.7,20,True,7
5134,5134,5,7,0.7,30,True,1
5136,5136,5,7,0.7,50,True,1
5138,5138,5,7,0.7,70,True,1
5142,5142,5,7,0.8,20,True,3
5144,5144,5,7,0.8,30,True,1
5146,5146,5,7,0.8,50,True,1
5148,5148,5,7,0.8,70,True,1
5152,5152,5,7,0.9,20,True,2
5154,5154,5,7,0.9,30,True,1
5156,5156,5,7,0.9,50,True,1
5158,5158,5,7,0.9,70,True,1
5161,5161,5,7,1.0,10,False,1
5162,5162,5,7,1.0,20,True,2
5163,5163,5,7,1.0,20,False,1
5164,5164,5,7,1.0,30,True,2
5165,5165,5,7,1.0,30,False,1
5166,5166,5,7,1.0,50,True,1
5167,5167,5,7,1.0,50,False,1
5168,5168,5,7,1.0,70,True,1
5169,5169,5,7,1.0,70,False,1
5170,5170,5,8,0.0,10,True,1
5172,5172,5,8,0.0,20,True,1
5174,5174,5,8,0.0,30,True,1
5180,5180,5,8,0.1,10,True,1
5182,5182,5,8,0.1,20,True,1
5184,5184,5,8,0.1,30,True,1
5190,5190,5,8,0.2,10,True,3
5192,5192,5,8,0.2,20,True,1
5194,5194,5,8,0.2,30,True,2
5200,5200,5,8,0.3,10,True,1
5202,5202,5,8,0.3,20,True,3
5204,5204,5,8,0.3,30,True,1
5210,5210,5,8,0.4,10,True,7
5212,5212,5,8,0.4,20,True,7
5214,5214,5,8,0.4,30,True,1
5216,5216,5,8,0.4,50,True,1
5222,5222,5,8,0.5,20,True,8
5224,5224,5,8,0.5,30,True,1
5226,5226,5,8,0.5,50,True,1
5232,5232,5,8,0.6,20,True,4
5234,5234,5,8,0.6,30,True,1
5236,5236,5,8,0.6,50,True,1
5240,5240,5,8,0.7,10,True,2
5242,5242,5,8,0.7,20,True,5
5244,5244,5,8,0.7,30,True,2
5246,5246,5,8,0.7,50,True,2
5248,5248,5,8,0.7,70,True,1
5250,5250,5,8,0.8,10,True,3
5252,5252,5,8,0.8,20,True,2
5254,5254,5,8,0.8,30,True,1
5256,5256,5,8,0.8,50,True,1
5258,5258,5,8,0.8,70,True,2
5262,5262,5,8,0.9,20,True,5
5264,5264,5,8,0.9,30,True,2
5266,5266,5,8,0.9,50,True,1
5268,5268,5,8,0.9,70,True,1
5271,5271,5,8,1.0,10,False,1
5272,5272,5,8,1.0,20,True,9
5273,5273,5,8,1.0,20,False,1
5274,5274,5,8,1.0,30,True,1
5275,5275,5,8,1.0,30,False,1
5276,5276,5,8,1.0,50,True,2
5277,5277,5,8,1.0,50,False,1
5278,5278,5,8,1.0,70,True,1
5279,5279,5,8,1.0,70,False,1
5282,5282,5,9,0.0,20,True,2
5284,5284,5,9,0.0,30,True,1
5292,5292,5,9,0.1,20,True,1
5294,5294,5,9,0.1,30,True,1
5300,5300,5,9,0.2,10,True,5
5304,5304,5,9,0.2,30,True,2
5310,5310,5,9,0.3,10,True,1
5312,5312,5,9,0.3,20,True,7
5314,5314,5,9,0.3,30,True,1
5320,5320,5,9,0.4,10,True,1
5322,5322,5,9,0.4,20,True,2
5324,5324,5,9,0.4,30,True,1
5330,5330,5,9,0.5,10,True,1
5332,5332,5,9,0.5,20,True,10
5334,5334,5,9,0.5,30,True,1
5336,5336,5,9,0.5,50,True,10
5340,5340,5,9,0.6,10,True,2
5342,5342,5,9,0.6,20,True,2
5344,5344,5,9,0.6,30,True,1
5346,5346,5,9,0.6,50,True,2
5350,5350,5,9,0.7,10,True,3
5352,5352,5,9,0.7,20,True,9
5354,5354,5,9,0.7,30,True,1
5356,5356,5,9,0.7,50,True,1
5358,5358,5,9,0.7,70,True,10
5362,5362,5,9,0.8,20,True,6
5364,5364,5,9,0.8,30,True,1
5366,5366,5,9,0.8,50,True,2
5368,5368,5,9,0.8,70,True,2
5372,5372,5,9,0.9,20,True,9
5374,5374,5,9,0.9,30,True,2
5376,5376,5,9,0.9,50,True,1
5378,5378,5,9,0.9,70,True,1
5381,5381,5,9,1.0,10,False,1
5382,5382,5,9,1.0,20,True,1
5383,5383,5,9,1.0,20,False,1
5384,5384,5,9,1.0,30,True,1
5385,5385,5,9,1.0,30,False,1
5386,5386,5,9,1.0,50,True,1
5387,5387,5,9,1.0,50,False,1
5388,5388,5,9,1.0,70,True,1
5389,5389,5,9,1.0,70,False,1
5392,5392,5,10,0.0,20,True,2
5394,5394,5,10,0.0,30,True,1
5402,5402,5,10,0.1,20,True,1
5404,5404,5,10,0.1,30,True,1
5412,5412,5,10,0.2,20,True,2
5414,5414,5,10,0.2,30,True,1
5422,5422,5,10,0.3,20,True,2
5424,5424,5,10,0.3,30,True,1
5432,5432,5,10,0.4,20,True,6
5434,5434,5,10,0.4,30,True,2
5440,5440,5,10,0.5,10,True,1
5444,5444,5,10,0.5,30,True,1
5450,5450,5,10,0.6,10,True,1
5454,5454,5,10,0.6,30,True,1
5456,5456,5,10,0.6,50,True,6
5460,5460,5,10,0.7,10,True,4
5462,5462,5,10,0.7,20,True,7
5464,5464,5,10,0.7,30,True,7
5466,5466,5,10,0.7,50,True,1
5470,5470,5,10,0.8,10,True,4
5474,5474,5,10,0.8,30,True,2
5476,5476,5,10,0.8,50,True,2
5478,5478,5,10,0.8,70,True,7
5480,5480,5,10,0.9,10,True,5
5482,5482,5,10,0.9,20,True,5
5484,5484,5,10,0.9,30,True,1
5486,5486,5,10,0.9,50,True,1
5488,5488,5,10,0.9,70,True,1
5491,5491,5,10,1.0,10,False,1
5492,5492,5,10,1.0,20,True,2
5493,5493,5,10,1.0,20,False,1
5494,5494,5,10,1.0,30,True,1
5495,5495,5,10,1.0,30,False,1
5496,5496,5,10,1.0,50,True,1
5497,5497,5,10,1.0,50,False,1
5498,5498,5,10,1.0,70,True,1
5499,5499,5,10,1.0,70,False,1
5521,5521,6,1,0.2,10,False,3
5523,5523,6,1,0.2,20,False,4
5525,5525,6,1,0.2,30,False,1
5527,5527,6,1,0.2,50,False,1
5529,5529,6,1,0.2,70,False,1
5531,5531,6,1,0.3,10,False,1
5533,5533,6,1,0.3,20,False,1
5535,5535,6,1,0.3,30,False,2
5537,5537,6,1,0.3,50,False,1
5538,5538,6,1,0.3,70,True,9
5539,5539,6,1,0.3,70,False,1
5541,5541,6,1,0.4,10,False,1
5543,5543,6,1,0.4,20,False,1
5545,5545,6,1,0.4,30,False,1
5547,5547,6,1,0.4,50,False,1
5549,5549,6,1,0.4,70,False,1
5551,5551,6,1,0.5,10,False,1
5553,5553,6,1,0.5,20,False,1
5555,5555,6,1,0.5,30,False,1
5557,5557,6,1,0.5,50,False,1
5559,5559,6,1,0.5,70,False,1
5561,5561,6,1,0.6,10,False,1
5563,5563,6,1,0.6,20,False,1
5565,5565,6,1,0.6,30,False,1
5567,5567,6,1,0.6,50,False,1
5569,5569,6,1,0.6,70,False,1
5571,5571,6,1,0.7,10,False,1
5573,5573,6,1,0.7,20,False,1
5575,5575,6,1,0.7,30,False,1
5577,5577,6,1,0.7,50,False,1
5579,5579,6,1,0.7,70,False,1
5581,5581,6,1,0.8,10,False,1
5583,5583,6,1,0.8,20,False,1
5585,5585,6,1,0.8,30,False,1
5587,5587,6,1,0.8,50,False,1
5589,5589,6,1,0.8,70,False,2
5602,5602,6,1,1.0,20,True,2
5604,5604,6,1,1.0,30,True,1
5606,5606,6,1,1.0,50,True,1
5608,5608,6,1,1.0,70,True,1
5621,5621,6,2,0.1,10,False,1
5623,5623,6,2,0.1,20,False,1
5625,5625,6,2,0.1,30,False,1
5626,5626,6,2,0.1,50,True,3
5627,5627,6,2,0.1,50,False,1
5628,5628,6,2,0.1,70,True,1
5629,5629,6,2,0.1,70,False,1
5631,5631,6,2,0.2,10,False,1
5633,5633,6,2,0.2,20,False,1
5635,5635,6,2,0.2,30,False,1
5637,5637,6,2,0.2,50,False,1
5638,5638,6,2,0.2,70,True,1
5639,5639,6,2,0.2,70,False,1
5641,5641,6,2,0.3,10,False,1
5643,5643,6,2,0.3,20,False,1
5645,5645,6,2,0.3,30,False,1
5646,5646,6,2,0.3,50,True,5
5647,5647,6,2,0.3,50,False,2
5648,5648,6,2,0.3,70,True,2
5649,5649,6,2,0.3,70,False,1
5651,5651,6,2,0.4,10,False,1
5653,5653,6,2,0.4,20,False,1
5655,5655,6,2,0.4,30,False,1
5657,5657,6,2,0.4,50,False,1
5658,5658,6,2,0.4,70,True,3
5659,5659,6,2,0.4,70,False,1
5661,5661,6,2,0.5,10,False,1
5663,5663,6,2,0.5,20,False,1
5665,5665,6,2,0.5,30,False,1
5667,5667,6,2,0.5,50,False,1
5668,5668,6,2,0.5,70,True,2
5669,5669,6,2,0.5,70,False,1
5671,5671,6,2,0.6,10,False,1
5673,5673,6,2,0.6,20,False,1
5675,5675,6,2,0.6,30,False,1
5676,5676,6,2,0.6,50,True,1
5677,5677,6,2,0.6,50,False,1
5678,5678,6,2,0.6,70,True,2
5679,5679,6,2,0.6,70,False,1
5681,5681,6,2,0.7,10,False,1
5683,5683,6,2,0.7,20,False,1
5685,5685,6,2,0.7,30,False,1
5687,5687,6,2,0.7,50,False,1
5688,5688,6,2,0.7,70,True,1
5689,5689,6,2,0.7,70,False,1
5696,5696,6,2,0.8,50,True,6
5698,5698,6,2,0.8,70,True,2
5704,5704,6,2,0.9,30,True,5
5706,5706,6,2,0.9,50,True,1
5708,5708,6,2,0.9,70,True,1
5712,5712,6,2,1.0,20,True,2
5714,5714,6,2,1.0,30,True,1
5716,5716,6,2,1.0,50,True,1
5718,5718,6,2,1.0,70,True,1
5721,5721,6,3,0.0,10,False,1
5723,5723,6,3,0.0,20,False,1
5724,5724,6,3,0.0,30,True,4
5725,5725,6,3,0.0,30,False,1
5726,5726,6,3,0.0,50,True,1
5727,5727,6,3,0.0,50,False,1
5728,5728,6,3,0.0,70,True,1
5729,5729,6,3,0.0,70,False,1
5731,5731,6,3,0.1,10,False,1
5733,5733,6,3,0.1,20,False,1
5734,5734,6,3,0.1,30,True,8
5735,5735,6,3,0.1,30,False,1
5736,5736,6,3,0.1,50,True,1
5737,5737,6,3,0.1,50,False,1
5738,5738,6,3,0.1,70,True,1
5739,5739,6,3,0.1,70,False,1
5741,5741,6,3,0.2,10,False,1
5743,5743,6,3,0.2,20,False,1
5744,5744,6,3,0.2,30,True,4
5745,5745,6,3,0.2,30,False,1
5746,5746,6,3,0.2,50,True,1
5747,5747,6,3,0.2,50,False,1
5748,5748,6,3,0.2,70,True,1
5749,5749,6,3,0.2,70,False,1
5751,5751,6,3,0.3,10,False,1
5753,5753,6,3,0.3,20,False,1
5754,5754,6,3,0.3,30,True,2
5755,5755,6,3,0.3,30,False,1
5756,5756,6,3,0.3,50,True,1
5757,5757,6,3,0.3,50,False,1
5758,5758,6,3,0.3,70,True,1
5759,5759,6,3,0.3,70,False,1
5761,5761,6,3,0.4,10,False,1
5763,5763,6,3,0.4,20,False,1
5765,5765,6,3,0.4,30,False,1
5766,5766,6,3,0.4,50,True,1
5767,5767,6,3,0.4,50,False,1
5768,5768,6,3,0.4,70,True,1
5769,5769,6,3,0.4,70,False,1
5771,5771,6,3,0.5,10,False,1
5773,5773,6,3,0.5,20,False,1
5774,5774,6,3,0.5,30,True,2
5775,5775,6,3,0.5,30,False,1
5776,5776,6,3,0.5,50,True,5
5777,5777,6,3,0.5,50,False,2
5778,5778,6,3,0.5,70,True,1
5779,5779,6,3,0.5,70,False,1
5781,5781,6,3,0.6,10,False,1
5783,5783,6,3,0.6,20,False,1
5784,5784,6,3,0.6,30,True,6
5785,5785,6,3,0.6,30,False,1
5786,5786,6,3,0.6,50,True,1
5787,5787,6,3,0.6,50,False,1
5788,5788,6,3,0.6,70,True,1
5789,5789,6,3,0.6,70,False,1
5791,5791,6,3,0.7,10,False,4
5794,5794,6,3,0.7,30,True,1
5795,5795,6,3,0.7,30,False,10
5796,5796,6,3,0.7,50,True,1
5797,5797,6,3,0.7,50,False,2
5798,5798,6,3,0.7,70,True,1
5804,5804,6,3,0.8,30,True,3
5806,5806,6,3,0.8,50,True,1
